CustomerID,Recency,Frequency,Monetary,F_Rank,R_Score,F_Score,M_Score,Segment
13821.0,145,2,385.64,1728.0,2,2,2,At-Risk
13822.0,6,2,632.0,1729.0,5,2,3,At-Risk
13823.0,19,2,957.66,1730.0,4,2,4,At-Risk
13824.0,33,5,1698.94,3295.0,4,4,4,Loyal
13826.0,176,1,189.5,389.0,2,1,1,At-Risk
13827.0,58,3,409.8,2450.0,3,3,2,At-Risk
13828.0,22,1,209.49,390.0,4,1,1,At-Risk
13831.0,16,6,2198.45,3511.0,4,5,5,Loyal
13832.0,19,1,52.199999999999996,391.0,4,1,1,At-Risk
13833.0,159,1,383.85,392.0,2,1,2,At-Risk
13835.0,25,4,834.57,2941.0,4,4,3,Loyal
13837.0,212,2,266.59000000000003,1731.0,1,2,2,At-Risk
13838.0,6,4,674.82,2942.0,5,4,3,Loyal
13841.0,253,1,85.0,393.0,1,1,1,Dormant
13842.0,59,9,3385.62,3896.0,3,5,5,At-Risk
13844.0,11,1,361.62,394.0,5,1,2,At-Risk
13845.0,65,1,312.98,395.0,3,1,2,At-Risk
13846.0,25,3,865.0600000000001,2451.0,4,3,3,At-Risk
13848.0,92,3,1255.0,2452.0,2,3,4,At-Risk
13849.0,52,2,1537.95,1732.0,3,2,4,At-Risk
13850.0,129,1,1595.48,396.0,2,1,4,At-Risk
13851.0,96,3,2651.46,2453.0,2,3,5,At-Risk
13853.0,57,1,1090.14,397.0,3,1,4,At-Risk
13854.0,9,25,8109.5199999999995,4268.0,5,5,5,High Value
13856.0,169,3,388.5,2454.0,2,3,2,At-Risk
13858.0,57,1,216.17,398.0,3,1,1,At-Risk
13859.0,326,1,201.16,399.0,1,1,1,Dormant
13860.0,1,5,1245.9,3296.0,5,4,4,Loyal
13862.0,18,8,2209.36,3808.0,4,5,5,Loyal
13863.0,248,1,305.78,400.0,1,1,2,Dormant
13865.0,58,4,501.56,2943.0,3,4,3,At-Risk
13866.0,74,1,145.67000000000002,401.0,2,1,1,At-Risk
13867.0,31,3,1005.09,2455.0,4,3,4,At-Risk
13868.0,7,2,3192.54,1733.0,5,2,5,At-Risk
13869.0,123,4,3083.65,2944.0,2,4,5,At-Risk
13870.0,2,8,2770.94,3809.0,5,5,5,High Value
13871.0,23,13,6403.25,4107.0,4,5,5,Loyal
13873.0,120,3,389.6,2456.0,2,3,2,At-Risk
13874.0,358,1,540.45,402.0,1,1,3,Dormant
13875.0,54,5,1786.79,3297.0,3,4,4,At-Risk
13876.0,64,1,122.7,403.0,3,1,1,At-Risk
13877.0,86,1,117.24,404.0,2,1,1,At-Risk
13878.0,55,1,1271.57,405.0,3,1,4,At-Risk
13880.0,21,13,3219.77,4108.0,4,5,5,Loyal
13881.0,4,20,17159.52,4231.0,5,5,5,High Value
13882.0,3,5,1191.13,3298.0,5,4,4,Loyal
13883.0,11,5,2674.48,3299.0,5,4,5,Loyal
13884.0,7,5,787.6,3300.0,5,4,3,Loyal
13885.0,189,2,506.8,1734.0,1,2,3,At-Risk
13886.0,71,1,243.56,406.0,3,1,1,At-Risk
13887.0,204,1,349.55,407.0,1,1,2,Dormant
13888.0,120,2,595.67,1735.0,2,3,3,At-Risk
13889.0,93,1,416.90000000000003,408.0,2,1,2,At-Risk
13890.0,1,10,1883.8100000000002,3967.0,5,5,4,High Value
13892.0,27,4,632.97,2945.0,4,4,3,Loyal
13893.0,298,1,821.1,409.0,1,1,3,Dormant
13894.0,24,3,564.62,2457.0,4,3,3,At-Risk
13895.0,28,4,2593.07,2946.0,4,4,5,Loyal
13897.0,50,1,311.16,410.0,3,1,2,At-Risk
13898.0,326,1,155.93,411.0,1,1,1,Dormant
13899.0,16,2,388.52,1736.0,4,3,2,At-Risk
13900.0,183,3,740.95,2458.0,1,3,3,At-Risk
13901.0,72,5,2867.2,3301.0,3,4,5,At-Risk
13904.0,37,2,332.64,1737.0,3,3,2,At-Risk
13908.0,80,4,2319.55,2947.0,2,4,5,At-Risk
13911.0,57,9,2580.91,3897.0,3,5,5,At-Risk
13914.0,12,2,626.45,1738.0,5,3,3,At-Risk
13917.0,50,2,272.04,1739.0,3,3,2,At-Risk
13918.0,50,2,1212.8400000000001,1740.0,3,3,4,At-Risk
13919.0,59,2,348.81,1741.0,3,3,2,At-Risk
13922.0,352,1,172.25,412.0,1,1,1,Dormant
13923.0,54,1,351.13,413.0,3,1,2,At-Risk
13924.0,2,6,1838.8500000000001,3512.0,5,5,4,High Value
13925.0,93,4,678.25,2948.0,2,4,3,At-Risk
13926.0,23,1,223.85000000000002,414.0,4,1,1,At-Risk
13927.0,75,1,348.99,415.0,2,1,2,At-Risk
13928.0,11,4,464.57,2949.0,5,4,2,Loyal
13929.0,169,2,842.65,1742.0,2,3,3,At-Risk
13930.0,58,2,337.34,1743.0,3,3,2,At-Risk
13931.0,96,2,1237.53,1744.0,2,3,4,At-Risk
13932.0,295,1,307.4,416.0,1,1,2,Dormant
13933.0,109,2,608.7900000000001,1745.0,2,3,3,At-Risk
13934.0,264,1,922.1,417.0,1,1,3,Dormant
13936.0,180,1,376.58,418.0,1,1,2,Dormant
13937.0,169,1,158.85,419.0,2,1,1,At-Risk
13938.0,35,1,71.66,420.0,3,1,1,At-Risk
13939.0,23,3,568.55,2459.0,4,3,3,At-Risk
13940.0,17,4,839.14,2950.0,4,4,3,Loyal
13941.0,22,5,5112.96,3302.0,4,4,5,Loyal
13946.0,79,3,561.5699999999999,2460.0,2,3,3,At-Risk
13947.0,65,1,90.6,421.0,3,1,1,At-Risk
13948.0,361,1,102.0,422.0,1,1,1,Dormant
13949.0,3,6,2427.32,3513.0,5,5,5,High Value
13950.0,11,4,745.06,2951.0,5,4,3,Loyal
13951.0,176,3,674.45,2461.0,2,3,3,At-Risk
13952.0,218,2,3251.07,1746.0,1,3,5,At-Risk
13953.0,7,7,3515.68,3677.0,5,5,5,High Value
13954.0,2,2,439.92,1747.0,5,3,2,At-Risk
13955.0,154,2,322.96,1748.0,2,3,2,At-Risk
13956.0,5,5,1019.27,3303.0,5,4,4,Loyal
13959.0,79,3,594.04,2462.0,2,3,3,At-Risk
13960.0,21,2,230.22,1749.0,4,3,1,At-Risk
13962.0,22,2,169.55,1750.0,4,3,1,At-Risk
13963.0,308,4,664.54,2952.0,1,4,3,At-Risk
13967.0,146,1,80.7,423.0,2,1,1,At-Risk
13969.0,7,18,9024.17,4209.0,5,5,5,High Value
13971.0,19,8,2758.26,3810.0,4,5,5,Loyal
13972.0,71,2,190.25,1751.0,3,3,1,At-Risk
13973.0,287,1,264.7,424.0,1,1,2,Dormant
13974.0,49,1,413.59000000000003,425.0,3,1,2,At-Risk
13975.0,31,6,2461.2400000000002,3514.0,4,5,5,Loyal
13976.0,207,1,357.98,426.0,1,1,2,Dormant
13978.0,15,2,196.79000000000002,1752.0,4,3,1,At-Risk
13979.0,73,1,869.87,427.0,2,1,3,At-Risk
13980.0,60,1,200.14,428.0,3,1,1,At-Risk
13982.0,39,4,1871.81,2953.0,3,4,4,At-Risk
13983.0,30,12,2603.43,4068.0,4,5,5,Loyal
13984.0,27,5,920.51,3304.0,4,4,3,Loyal
13985.0,4,15,7060.13,4157.0,5,5,5,High Value
13986.0,17,1,320.46,429.0,4,1,2,At-Risk
13988.0,20,6,4147.96,3515.0,4,5,5,Loyal
13989.0,66,2,1266.08,1753.0,3,3,4,At-Risk
13990.0,213,1,311.3,430.0,1,1,2,Dormant
13991.0,12,6,851.88,3516.0,5,5,3,High Value
13992.0,30,1,76.8,431.0,4,1,1,At-Risk
13993.0,43,9,3466.36,3898.0,3,5,5,At-Risk
13994.0,4,6,2274.14,3517.0,5,5,5,High Value
13995.0,15,5,1393.69,3305.0,4,4,4,Loyal
13999.0,10,12,3901.81,4069.0,5,5,5,High Value
14000.0,211,1,635.66,432.0,1,1,3,Dormant
14001.0,46,3,2043.0800000000002,2463.0,3,3,5,At-Risk
14002.0,134,2,529.73,1754.0,2,3,3,At-Risk
14004.0,43,7,4582.64,3678.0,3,5,5,At-Risk
14005.0,10,5,2874.72,3306.0,5,4,5,Loyal
14006.0,116,3,962.19,2464.0,2,3,4,At-Risk
14009.0,198,2,695.61,1755.0,1,3,3,At-Risk
14012.0,278,1,328.8,433.0,1,1,2,Dormant
14013.0,110,3,473.02,2465.0,2,3,2,At-Risk
14014.0,77,1,505.18,434.0,2,1,3,At-Risk
14015.0,53,1,917.34,435.0,3,1,3,At-Risk
14016.0,162,4,4291.21,2954.0,2,4,5,At-Risk
14019.0,47,3,1421.61,2466.0,3,3,4,At-Risk
14020.0,17,2,642.8,1756.0,4,3,3,At-Risk
14021.0,155,3,631.9,2467.0,2,3,3,At-Risk
14022.0,225,1,440.0,436.0,1,1,2,Dormant
14023.0,7,2,584.07,1757.0,5,3,3,At-Risk
14024.0,122,2,327.7,1758.0,2,3,2,At-Risk
14027.0,61,1,104.82,437.0,3,1,1,At-Risk
14029.0,63,2,467.66,1759.0,3,3,2,At-Risk
14030.0,18,8,2358.84,3811.0,4,5,5,Loyal
14031.0,7,19,17286.86,4218.0,5,5,5,High Value
14032.0,2,11,2975.59,4015.0,5,5,5,High Value
14034.0,22,3,648.89,2468.0,4,3,3,At-Risk
14035.0,29,5,1428.02,3307.0,4,4,4,Loyal
14036.0,285,1,626.65,438.0,1,1,3,Dormant
14037.0,176,2,147.20000000000002,1760.0,2,3,1,At-Risk
14038.0,78,3,1560.38,2469.0,2,3,4,At-Risk
14039.0,33,1,152.2,439.0,4,1,1,At-Risk
14040.0,41,12,3560.32,4070.0,3,5,5,At-Risk
14041.0,266,1,141.41,440.0,1,1,1,Dormant
14044.0,27,4,646.42,2955.0,4,4,3,Loyal
14045.0,109,4,1659.75,2956.0,2,4,4,At-Risk
14046.0,284,1,151.59,441.0,1,1,1,Dormant
14047.0,9,5,1308.6100000000001,3308.0,5,4,4,Loyal
14048.0,305,1,409.93,442.0,1,1,2,Dormant
14049.0,17,4,5578.72,2957.0,4,4,5,Loyal
14050.0,32,2,746.36,1761.0,4,3,3,At-Risk
14051.0,1,23,15610.390000000001,4258.0,5,5,5,High Value
14052.0,20,1,225.36,443.0,4,1,1,At-Risk
14053.0,124,2,260.25,1762.0,2,3,2,At-Risk
14054.0,65,1,92.46,444.0,3,1,1,At-Risk
14055.0,106,1,725.6400000000001,445.0,2,1,3,At-Risk
14056.0,1,23,8152.71,4259.0,5,5,5,High Value
14057.0,24,17,6211.66,4187.0,4,5,5,Loyal
14059.0,267,1,183.6,446.0,1,1,1,Dormant
14060.0,5,19,6140.42,4219.0,5,5,5,High Value
14062.0,10,12,10464.85,4071.0,5,5,5,High Value
14064.0,29,5,1334.34,3309.0,4,4,4,Loyal
14066.0,267,1,152.55,447.0,1,1,1,Dormant
14067.0,64,2,374.7,1763.0,3,3,2,At-Risk
14068.0,320,1,265.85,448.0,1,1,2,Dormant
14071.0,4,8,1422.75,3812.0,5,5,4,High Value
14073.0,32,1,151.04,449.0,4,1,1,At-Risk
14075.0,5,3,942.26,2470.0,5,3,4,At-Risk
14076.0,129,1,118.67,450.0,2,1,1,At-Risk
14077.0,41,5,499.41999999999996,3310.0,3,4,3,At-Risk
14078.0,102,6,1049.37,3518.0,2,5,4,At-Risk
14079.0,125,1,375.1,451.0,2,1,2,At-Risk
14080.0,33,1,45.599999999999994,452.0,4,1,1,At-Risk
14081.0,302,2,921.62,1764.0,1,3,3,At-Risk
14082.0,365,1,182.25,453.0,1,1,1,Dormant
14083.0,4,9,1002.9,3899.0,5,5,4,High Value
14085.0,2,18,4421.29,4210.0,5,5,5,High Value
14087.0,3,1,191.47,454.0,5,1,1,At-Risk
14088.0,10,13,50491.81,4109.0,5,5,5,High Value
14089.0,57,1,158.75,455.0,3,1,1,At-Risk
14090.0,325,1,76.32000000000001,456.0,1,1,1,Dormant
14092.0,8,14,4076.91,4135.0,5,5,5,High Value
14093.0,12,1,433.86,457.0,5,1,2,At-Risk
14096.0,4,17,53258.43,4188.0,5,5,5,High Value
14098.0,37,1,147.35,458.0,3,1,1,At-Risk
14099.0,16,11,3104.17,4016.0,4,5,5,Loyal
14100.0,138,1,191.95000000000002,459.0,2,1,1,At-Risk
14101.0,74,6,5976.79,3519.0,2,5,5,At-Risk
14102.0,5,5,1105.8799999999999,3311.0,5,4,4,Loyal
14104.0,155,2,216.20999999999998,1765.0,2,3,1,At-Risk
14105.0,239,1,1266.23,460.0,1,1,4,Dormant
14107.0,52,7,2703.23,3679.0,3,5,5,At-Risk
14108.0,31,2,597.91,1766.0,4,3,3,At-Risk
14109.0,73,1,144.2,461.0,2,1,1,At-Risk
14110.0,4,12,5683.15,4072.0,5,5,5,High Value
14111.0,14,4,692.85,2958.0,5,4,3,Loyal
14112.0,23,7,2915.15,3680.0,4,5,5,Loyal
14113.0,4,4,1840.42,2959.0,5,4,4,Loyal
14114.0,274,2,386.53,1767.0,1,3,2,At-Risk
14116.0,20,5,1382.74,3312.0,4,4,4,Loyal
14117.0,144,1,90.0,462.0,2,1,1,At-Risk
14121.0,4,4,2780.15,2960.0,5,4,5,Loyal
14124.0,84,1,419.58000000000004,463.0,2,1,2,At-Risk
14125.0,11,3,2720.63,2471.0,5,3,5,At-Risk
14126.0,8,3,706.1300000000001,2472.0,5,3,3,At-Risk
14127.0,123,3,709.71,2473.0,2,3,3,At-Risk
14128.0,61,2,637.5,1768.0,3,3,3,At-Risk
14129.0,2,5,1123.8600000000001,3313.0,5,4,4,Loyal
14130.0,319,1,480.91,464.0,1,1,2,Dormant
14132.0,2,11,3586.0299999999997,4017.0,5,5,5,High Value
14133.0,130,3,605.64,2474.0,2,3,3,At-Risk
14135.0,2,15,4690.31,4158.0,5,5,5,High Value
14138.0,2,2,965.8800000000001,1769.0,5,3,4,At-Risk
14139.0,46,1,415.82,465.0,3,1,2,At-Risk
14140.0,4,2,935.05,1770.0,5,3,4,At-Risk
14141.0,3,4,915.13,2961.0,5,4,3,Loyal
14142.0,373,1,311.81,466.0,1,1,2,Dormant
14143.0,134,1,115.8,467.0,2,1,1,At-Risk
14145.0,47,4,3742.2,2962.0,3,4,5,At-Risk
14146.0,9,5,4191.0,3314.0,5,4,5,Loyal
14147.0,78,2,483.4,1771.0,2,3,3,At-Risk
14148.0,234,1,157.2,468.0,1,1,1,Dormant
14149.0,221,1,446.62,469.0,1,1,2,Dormant
14150.0,36,2,658.64,1772.0,3,3,3,At-Risk
14152.0,75,2,621.29,1773.0,2,3,3,At-Risk
14154.0,239,2,1345.62,1774.0,1,3,4,At-Risk
14155.0,266,1,118.75,470.0,1,1,1,Dormant
14156.0,10,54,116560.08,4322.0,5,5,5,High Value
14157.0,20,2,424.89000000000004,1775.0,4,3,2,At-Risk
14158.0,40,1,507.66,471.0,3,1,3,At-Risk
14159.0,20,11,4627.98,4018.0,4,5,5,Loyal
14161.0,216,3,1097.6200000000001,2475.0,1,3,4,At-Risk
14162.0,174,2,289.36,1776.0,2,3,2,At-Risk
14163.0,87,4,2445.91,2963.0,2,4,5,At-Risk
14164.0,71,2,1631.77,1777.0,3,3,4,At-Risk
14165.0,276,1,120.44,472.0,1,1,1,Dormant
14167.0,39,4,562.59,2964.0,3,4,3,At-Risk
14171.0,98,1,363.79,473.0,2,1,2,At-Risk
14173.0,11,4,450.84,2965.0,5,4,2,Loyal
14174.0,33,1,134.46,474.0,4,1,1,At-Risk
14175.0,60,3,3222.3,2476.0,3,3,5,At-Risk
14176.0,297,4,576.9000000000001,2966.0,1,4,3,At-Risk
14177.0,86,4,549.46,2967.0,2,4,3,At-Risk
14178.0,9,7,1580.26,3681.0,5,5,4,High Value
14179.0,41,2,701.57,1778.0,3,3,3,At-Risk
14180.0,11,25,4748.52,4269.0,5,5,5,High Value
14184.0,67,1,452.89,475.0,3,1,2,At-Risk
14185.0,331,1,197.65,476.0,1,1,1,Dormant
14188.0,31,6,2054.36,3520.0,4,5,5,Loyal
14189.0,2,15,4654.08,4159.0,5,5,5,High Value
14191.0,2,13,4684.76,4110.0,5,5,5,High Value
14193.0,68,2,853.39,1779.0,3,3,3,At-Risk
14194.0,5,21,11349.52,4244.0,5,5,5,High Value
14195.0,202,2,1012.0,1780.0,1,3,4,At-Risk
14196.0,107,1,335.52,477.0,2,1,2,At-Risk
14198.0,18,4,701.4,2968.0,4,4,3,Loyal
14199.0,218,1,185.39999999999998,478.0,1,1,1,Dormant
14201.0,60,7,747.44,3682.0,3,5,3,At-Risk
14204.0,2,1,150.61,479.0,5,1,1,At-Risk
14205.0,17,2,466.7,1781.0,4,3,2,At-Risk
14206.0,239,1,328.15999999999997,480.0,1,1,2,Dormant
14208.0,95,1,151.74,481.0,2,1,1,At-Risk
14209.0,11,6,2073.43,3521.0,5,5,5,High Value
14210.0,106,6,1905.8400000000001,3522.0,2,5,4,At-Risk
14211.0,53,9,2241.1,3900.0,3,5,5,At-Risk
14212.0,90,1,1070.48,482.0,2,1,4,At-Risk
14214.0,31,5,1004.38,3315.0,4,4,4,Loyal
14215.0,12,6,1789.72,3523.0,5,5,4,High Value
14216.0,3,4,1839.3,2969.0,5,4,4,Loyal
14217.0,2,17,2004.98,4189.0,5,5,4,High Value
14218.0,43,1,169.48000000000002,483.0,3,1,1,At-Risk
14219.0,4,1,89.94,484.0,5,1,1,At-Risk
14220.0,247,2,632.4,1782.0,1,3,3,At-Risk
14221.0,42,9,3432.8,3901.0,3,5,5,At-Risk
14222.0,177,1,683.17,485.0,2,1,3,At-Risk
14223.0,92,3,991.13,2477.0,2,3,4,At-Risk
14224.0,110,4,1009.73,2970.0,2,4,4,At-Risk
14226.0,29,5,2214.79,3316.0,4,4,5,Loyal
14227.0,26,10,3350.96,3968.0,4,5,5,Loyal
14229.0,52,3,1547.2,2478.0,3,3,4,At-Risk
14231.0,184,3,925.71,2479.0,1,3,4,At-Risk
14232.0,43,5,2048.07,3317.0,3,4,5,At-Risk
14233.0,49,4,1462.72,2971.0,3,4,4,At-Risk
14234.0,22,4,754.12,2972.0,4,4,3,Loyal
14235.0,75,5,3144.86,3318.0,2,4,5,At-Risk
14236.0,81,2,490.86,1783.0,2,3,3,At-Risk
14237.0,373,1,161.0,486.0,1,1,1,Dormant
14238.0,326,1,146.85,487.0,1,1,1,Dormant
14239.0,43,11,2380.85,4019.0,3,5,5,At-Risk
14240.0,30,2,890.34,1784.0,4,3,3,At-Risk
14241.0,184,1,213.70000000000002,488.0,1,1,1,Dormant
14242.0,235,2,280.55,1785.0,1,3,2,At-Risk
14243.0,9,10,2588.77,3969.0,5,5,5,High Value
14245.0,220,2,1693.45,1786.0,1,3,4,At-Risk
14246.0,111,3,1474.06,2480.0,2,3,4,At-Risk
14247.0,278,1,136.76999999999998,489.0,1,1,1,Dormant
14248.0,318,1,302.58,490.0,1,1,2,Dormant
14250.0,7,3,1904.05,2481.0,5,3,4,At-Risk
14251.0,2,5,2879.7000000000003,3319.0,5,4,5,Loyal
14256.0,260,2,969.0600000000001,1787.0,1,3,4,At-Risk
14257.0,64,5,3099.7200000000003,3320.0,3,4,5,At-Risk
14258.0,9,9,12669.98,3902.0,5,5,5,High Value
14259.0,142,1,120.0,491.0,2,1,1,At-Risk
14261.0,51,2,1163.45,1788.0,3,3,4,At-Risk
14262.0,8,8,2618.23,3813.0,5,5,5,High Value
14264.0,155,2,333.97,1789.0,2,3,2,At-Risk
14265.0,109,2,530.18,1790.0,2,3,3,At-Risk
14267.0,163,3,1516.24,2482.0,2,3,4,At-Risk
14270.0,332,1,492.65000000000003,492.0,1,1,3,Dormant
14271.0,226,1,112.32,493.0,1,1,1,Dormant
14272.0,74,2,437.96,1791.0,2,3,2,At-Risk
14273.0,51,4,559.97,2973.0,3,4,3,At-Risk
14276.0,99,3,1119.74,2483.0,2,3,4,At-Risk
14277.0,15,3,4152.0,2484.0,4,3,5,At-Risk
14280.0,197,1,134.04,494.0,1,1,1,Dormant
14282.0,3,15,3701.44,4160.0,5,5,5,High Value
14284.0,31,2,595.25,1792.0,4,3,3,At-Risk
14285.0,21,4,1910.01,2974.0,4,4,4,Loyal
14286.0,24,3,4628.75,2485.0,4,3,5,At-Risk
14287.0,8,3,176.63,2486.0,5,3,1,At-Risk
14288.0,213,1,426.6,495.0,1,1,2,Dormant
14289.0,9,6,911.26,3524.0,5,5,3,High Value
14290.0,11,5,2314.65,3321.0,5,4,5,Loyal
14291.0,2,11,3883.25,4020.0,5,5,5,High Value
14292.0,8,9,4871.93,3903.0,5,5,5,High Value
14293.0,3,4,1046.56,2975.0,5,4,4,Loyal
14295.0,40,1,166.20000000000002,496.0,3,1,1,At-Risk
14297.0,18,4,1305.33,2976.0,4,4,4,Loyal
14298.0,8,44,51527.3,4314.0,5,5,5,High Value
14299.0,8,9,3965.62,3904.0,5,5,5,High Value
14300.0,19,1,43.2,497.0,4,1,1,At-Risk
14301.0,117,1,640.14,498.0,2,1,3,At-Risk
14304.0,223,1,383.45,499.0,1,1,2,Dormant
14305.0,71,3,1858.96,2487.0,3,3,4,At-Risk
14306.0,51,2,2093.32,1793.0,3,3,5,At-Risk
14307.0,89,6,2995.72,3525.0,2,5,5,At-Risk
14309.0,8,9,2352.53,3905.0,5,5,5,High Value
14311.0,243,1,310.26,500.0,1,1,2,Dormant
14312.0,47,6,1611.59,3526.0,3,5,4,At-Risk
14314.0,107,1,120.0,501.0,2,1,1,At-Risk
14315.0,45,6,2481.13,3527.0,3,5,5,At-Risk
14317.0,65,1,508.58000000000004,502.0,3,1,3,At-Risk
14320.0,207,2,477.79,1794.0,1,3,2,At-Risk
14321.0,11,5,1530.75,3322.0,5,4,4,Loyal
14323.0,115,2,605.0600000000001,1795.0,2,3,3,At-Risk
14326.0,242,1,183.85,503.0,1,1,1,Dormant
14327.0,163,1,311.65,504.0,2,1,2,At-Risk
14329.0,17,7,4975.24,3683.0,4,5,5,Loyal
14331.0,124,2,462.65999999999997,1796.0,2,3,2,At-Risk
14332.0,23,3,840.21,2488.0,4,3,3,At-Risk
14333.0,68,1,415.2,505.0,3,1,2,At-Risk
14334.0,17,8,2552.21,3814.0,4,5,5,Loyal
14335.0,16,2,454.86,1797.0,4,3,2,At-Risk
14336.0,17,4,1614.91,2977.0,4,4,4,Loyal
14338.0,161,2,588.22,1798.0,2,3,3,At-Risk
14339.0,243,1,309.52,506.0,1,1,2,Dormant
14340.0,219,1,134.7,507.0,1,1,1,Dormant
14341.0,45,8,2166.98,3815.0,3,5,5,At-Risk
14342.0,21,4,668.5600000000001,2978.0,4,4,3,Loyal
14344.0,127,8,889.9300000000001,3816.0,2,5,3,At-Risk
14345.0,39,1,108.97999999999999,508.0,3,1,1,At-Risk
14346.0,121,2,1021.58,1799.0,2,3,4,At-Risk
14348.0,260,1,409.57,509.0,1,1,2,Dormant
14349.0,10,1,133.5,510.0,5,1,1,At-Risk
14350.0,274,1,282.93,511.0,1,1,2,Dormant
14351.0,165,1,51.0,512.0,2,1,1,At-Risk
14352.0,157,4,1078.96,2979.0,2,4,4,At-Risk
14353.0,215,1,90.6,513.0,1,1,1,Dormant
14354.0,6,2,163.62,1800.0,5,3,1,At-Risk
14355.0,366,1,174.4,514.0,1,1,1,Dormant
14356.0,80,2,701.23,1801.0,2,3,3,At-Risk
14357.0,43,1,225.12,515.0,3,1,1,At-Risk
14359.0,19,3,912.18,2489.0,4,3,3,At-Risk
14360.0,32,4,2118.03,2980.0,4,4,5,Loyal
14362.0,22,1,151.5,516.0,4,1,1,At-Risk
14364.0,109,8,3717.35,3817.0,2,5,5,At-Risk
14367.0,8,16,9227.82,4176.0,5,5,5,High Value
14368.0,320,1,155.0,517.0,1,1,1,Dormant
14371.0,295,1,100.5,518.0,1,1,1,Dormant
14373.0,358,1,76.55,519.0,1,1,1,Dormant
14375.0,185,1,235.56,520.0,1,1,1,Dormant
14377.0,191,2,617.05,1802.0,1,3,3,At-Risk
14379.0,44,2,348.1,1803.0,3,3,2,At-Risk
14381.0,52,1,202.68,521.0,3,1,1,At-Risk
14382.0,26,1,615.49,522.0,4,1,3,At-Risk
14383.0,38,3,1247.69,2490.0,3,3,4,At-Risk
14385.0,9,3,202.11,2491.0,5,3,1,At-Risk
14386.0,297,1,142.4,523.0,1,1,1,Dormant
14387.0,33,3,1727.6,2492.0,4,3,4,At-Risk
14388.0,10,8,3212.84,3818.0,5,5,5,High Value
14389.0,65,2,1043.46,1804.0,3,3,4,At-Risk
14390.0,10,9,4642.57,3906.0,5,5,5,High Value
14393.0,218,1,67.95,524.0,1,1,1,Dormant
14395.0,2,9,3479.91,3907.0,5,5,5,High Value
14396.0,65,2,487.99,1805.0,3,3,3,At-Risk
14397.0,3,19,2612.96,4220.0,5,5,5,High Value
14400.0,149,1,574.7,525.0,2,1,3,At-Risk
14401.0,4,13,4051.48,4111.0,5,5,5,High Value
14403.0,130,4,1475.81,2981.0,2,4,4,At-Risk
14404.0,34,6,1449.32,3528.0,3,5,4,At-Risk
14406.0,119,1,156.75,526.0,2,1,1,At-Risk
14407.0,107,5,2142.73,3323.0,2,4,5,At-Risk
14408.0,11,7,2599.03,3684.0,5,5,5,High Value
14409.0,71,6,2059.4500000000003,3529.0,3,5,5,At-Risk
14410.0,92,9,1099.27,3908.0,2,5,4,At-Risk
14411.0,311,1,1063.0,527.0,1,1,4,Dormant
14412.0,43,2,770.03,1806.0,3,3,3,At-Risk
14413.0,362,1,121.05,528.0,1,1,1,Dormant
14414.0,92,7,1496.98,3685.0,2,5,4,At-Risk
14415.0,1,13,5855.57,4112.0,5,5,5,High Value
14416.0,22,2,490.22,1807.0,4,3,3,At-Risk
14418.0,4,3,1937.25,2493.0,5,3,4,At-Risk
14419.0,11,6,1051.79,3530.0,5,5,4,High Value
14420.0,99,1,387.52,529.0,2,1,2,At-Risk
14421.0,57,2,813.11,1808.0,3,3,3,At-Risk
14422.0,1,6,4263.64,3531.0,5,5,5,High Value
14423.0,218,1,265.2,530.0,1,1,2,Dormant
14424.0,18,1,322.08,531.0,4,1,2,At-Risk
14426.0,24,10,4481.67,3970.0,4,5,5,Loyal
14427.0,50,2,363.34000000000003,1809.0,3,3,2,At-Risk
14428.0,7,5,1224.06,3324.0,5,4,4,Loyal
14431.0,303,1,470.36,532.0,1,1,2,Dormant
14432.0,10,6,2248.5,3532.0,5,5,5,High Value
14434.0,22,6,1372.8,3533.0,4,5,4,Loyal
14436.0,99,1,89.06,533.0,2,1,1,At-Risk
14437.0,366,1,63.0,534.0,1,1,1,Dormant
14438.0,306,1,131.9,535.0,1,1,1,Dormant
14439.0,320,1,2661.24,536.0,1,1,5,Dormant
14440.0,8,5,2357.6800000000003,3325.0,5,4,5,Loyal
14441.0,1,4,1712.89,2982.0,5,4,4,Loyal
14442.0,205,2,1589.82,1810.0,1,3,4,At-Risk
14443.0,54,4,1420.2,2983.0,3,4,4,At-Risk
14446.0,1,4,1005.55,2984.0,5,4,4,Loyal
14447.0,19,5,1163.23,3326.0,4,4,4,Loyal
14448.0,9,2,375.35,1811.0,5,3,2,At-Risk
14449.0,19,4,885.8,2985.0,4,4,3,Loyal
14450.0,181,3,483.25,2494.0,1,3,3,At-Risk
14451.0,60,2,643.9,1812.0,3,3,3,At-Risk
14452.0,11,2,259.05,1813.0,5,3,2,At-Risk
14453.0,190,1,119.93,537.0,1,1,1,Dormant
14456.0,5,9,3014.32,3909.0,5,5,5,High Value
14457.0,311,1,113.64,538.0,1,1,1,Dormant
14459.0,155,1,1837.92,539.0,2,1,4,At-Risk
14460.0,110,3,434.34,2495.0,2,3,2,At-Risk
14461.0,148,3,2102.67,2496.0,2,3,5,At-Risk
14462.0,66,11,1975.57,4021.0,3,5,4,At-Risk
14463.0,98,3,529.62,2497.0,2,3,3,At-Risk
14465.0,247,3,1038.44,2498.0,1,3,4,At-Risk
14466.0,29,7,2272.4,3686.0,4,5,5,Loyal
